"SpeciesName","Genus","Species","Longitude","Latitude","First","Second","Third","datasetKey","areas"
"Furcifer balteatus (Duméril & Bibron, 1851)","Furcifer","balteatus","47.429208","-21.203074","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer oustaleti (Mocquard, 1894)","Furcifer","oustaleti","47.459486","-18.821392","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer oustaleti (Mocquard, 1894)","Furcifer","oustaleti","47.360001","-18.951666","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer willsii (Günther, 1890)","Furcifer","willsii","48.430411","-18.935226","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer angeli (Brygoo & Domergue, 1968)","Furcifer","angeli","47.232157","-14.990537","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","49.731986","-15.444812","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer oustaleti (Mocquard, 1894)","Furcifer","oustaleti","48.568683","-17.44728","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer oustaleti (Mocquard, 1894)","Furcifer","oustaleti","48.568034","-17.446869","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.64242","-20.96333","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.74507","-21.30384","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer verrucosus Cuvier, 1829","Furcifer","verrucosus","43.614975","-23.119197","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer verrucosus Cuvier, 1829","Furcifer","verrucosus","43.614975","-23.119197","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer antimena (Grandidier, 1872)","Furcifer","antimena","43.601837","-23.059727","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer oustaleti (Mocquard, 1894)","Furcifer","oustaleti","46.856081","-21.859615","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer oustaleti (Mocquard, 1894)","Furcifer","oustaleti","46.856081","-21.859615","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer verrucosus Cuvier, 1829","Furcifer","verrucosus","43.695642","-23.364148","Madagascar",NA,NA,"8a863029-f435-446a-821e-275f4f641165",6.68e+11
"Furcifer verrucosus Cuvier, 1829","Furcifer","verrucosus","43.625092","-23.120502","Madagascar",NA,NA,"8a863029-f435-446a-821e-275f4f641165",6.68e+11
"Furcifer verrucosus Cuvier, 1829","Furcifer","verrucosus","43.621113","-23.119428","Madagascar",NA,NA,"8a863029-f435-446a-821e-275f4f641165",6.68e+11
"Furcifer oustaleti (Mocquard, 1894)","Furcifer","oustaleti","44.529133","-22.91665","Madagascar",NA,NA,"8a863029-f435-446a-821e-275f4f641165",6.68e+11
"Furcifer oustaleti (Mocquard, 1894)","Furcifer","oustaleti","44.692848","-22.88458","Madagascar",NA,NA,"8a863029-f435-446a-821e-275f4f641165",6.68e+11
"Furcifer balteatus (Duméril & Bibron, 1851)","Furcifer","balteatus","47.403178","-21.264232","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer oustaleti (Mocquard, 1894)","Furcifer","oustaleti","46.478971","-16.230485","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer oustaleti (Mocquard, 1894)","Furcifer","oustaleti","46.478971","-16.230485","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer oustaleti (Mocquard, 1894)","Furcifer","oustaleti","46.478971","-16.230485","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer angeli (Brygoo & Domergue, 1968)","Furcifer","angeli","47.228924","-14.990588","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer verrucosus Cuvier, 1829","Furcifer","verrucosus","43.621473","-23.123172","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer antimena (Grandidier, 1872)","Furcifer","antimena","43.792318","-23.027623","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer oustaleti (Mocquard, 1894)","Furcifer","oustaleti","45.382804","-22.539631","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer oustaleti (Mocquard, 1894)","Furcifer","oustaleti","45.392568","-22.592735","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer oustaleti (Mocquard, 1894)","Furcifer","oustaleti","46.816467","-16.311994","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer oustaleti (Mocquard, 1894)","Furcifer","oustaleti","46.838386","-16.336166","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer rhinoceratus (Gray, 1845)","Furcifer","rhinoceratus","46.99411","-16.211832","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.64931","-21.09184","Reunion",NA,NA,"63af1344-15dd-4fd5-a5b3-d8bdd6819016",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.33332","-20.92737","Reunion",NA,NA,"fec2d5a5-0198-4267-a821-c06a2e93994c",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.64931","-21.09184","Reunion",NA,NA,"63af1344-15dd-4fd5-a5b3-d8bdd6819016",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.64931","-21.09184","Reunion",NA,NA,"63af1344-15dd-4fd5-a5b3-d8bdd6819016",2896937500
"Furcifer verrucosus Cuvier, 1829","Furcifer","verrucosus","43.622793","-23.123449","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","49.153873","-18.754358","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer oustaleti (Mocquard, 1894)","Furcifer","oustaleti","46.749183","-16.149657","Madagascar",NA,NA,"8a863029-f435-446a-821e-275f4f641165",6.68e+11
"Furcifer oustaleti (Mocquard, 1894)","Furcifer","oustaleti","46.81466","-16.295753","Madagascar",NA,NA,"8a863029-f435-446a-821e-275f4f641165",6.68e+11
"Furcifer rhinoceratus (Gray, 1845)","Furcifer","rhinoceratus","46.808125","-16.317687","Madagascar",NA,NA,"8a863029-f435-446a-821e-275f4f641165",6.68e+11
"Furcifer oustaleti (Mocquard, 1894)","Furcifer","oustaleti","46.81305","-16.309957","Madagascar",NA,NA,"8a863029-f435-446a-821e-275f4f641165",6.68e+11
"Furcifer oustaleti (Mocquard, 1894)","Furcifer","oustaleti","47.1512","-18.267697","Madagascar",NA,NA,"8a863029-f435-446a-821e-275f4f641165",6.68e+11
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","49.137536","-12.968444","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer oustaleti (Mocquard, 1894)","Furcifer","oustaleti","46.842119","-21.850907","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.64242","-20.96333","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer willsii (Günther, 1890)","Furcifer","willsii","48.416947","-18.941743","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer polleni (Peters, 1874)","Furcifer","polleni","45.1487","-12.91917","Mayotte",NA,NA,"de131c78-e2c1-4284-af8d-d5a2d8abe2d0",378937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.7399","-21.12434","Reunion",NA,NA,"f946666e-67dc-4848-9fa8-2162f3559e33",2896937500
"Furcifer lateralis (Gray, 1831)","Furcifer","lateralis","46.58852","-20.567628","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer oustaleti (Mocquard, 1894)","Furcifer","oustaleti","48.419548","-18.916295","Madagascar",NA,NA,"dce00a1f-f6b4-4e11-9771-92c62c40ad80",6.68e+11
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.32225","-21.04448","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer willsii (Günther, 1890)","Furcifer","willsii","47.421685","-21.25392","Madagascar",NA,NA,"dce00a1f-f6b4-4e11-9771-92c62c40ad80",6.68e+11
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.32225","-21.04448","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.491746","-21.237498","Reunion",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.32225","-21.04448","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.64931","-21.09184","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.64242","-20.96333","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer polleni (Peters, 1874)","Furcifer","polleni","45.17796","-12.93115","Mayotte",NA,NA,"de131c78-e2c1-4284-af8d-d5a2d8abe2d0",378937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.74507","-21.30384","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.49378","-21.31231","Reunion",NA,NA,"ff98132c-b720-4304-a68c-390968b991f7",2896937500
"Furcifer lateralis (Gray, 1831)","Furcifer","lateralis","47.516667","-18.933333","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer major (Brygoo, 1971)","Furcifer","major","47.091373","-24.968098","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.294805","-21.137802","Reunion",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.546358","-21.332104","Reunion",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.55856","-21.22316","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer lateralis (Gray, 1831)","Furcifer","lateralis","47.426217","-21.243867","Madagascar",NA,NA,"dce00a1f-f6b4-4e11-9771-92c62c40ad80",6.68e+11
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.36684","-21.24908","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.64198","-21.30627","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.49378","-21.31231","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","49.247257","-12.441522","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer campani (Grandidier, 1872)","Furcifer","campani","46.93107","-22.13539","Madagascar",NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",6.68e+11
"Furcifer pardalis (Cuvier, 1829)","Furcifer","pardalis","55.64242","-20.96333","Reunion",NA,NA,"6eabe254-f2a1-4144-8d27-28dc87d44286",2896937500
