"scientificName","acceptedScientificName","decimalLatitude","decimalLongitude","basisOfRecord","occurrenceStatus","genericName","specificEpithet","datasetKey","Species","featurecla","name","areas"
"Nanochromis transvestitus Stewart & Roberts, 1984","Nanochromis transvestitus Stewart & Roberts, 1984",-1.70237,18.28521,"PRESERVED_SPECIMEN","PRESENT","Nanochromis","transvestitus","4e5552d1-5eaf-40a3-b48b-01f92da22f17","Nanochromis transvestitus","Lake","Lac Mai-Ndombe",2000421789.22093
"Nanochromis transvestitus Stewart & Roberts, 1984","Nanochromis transvestitus Stewart & Roberts, 1984",-2.53,18.27,"PRESERVED_SPECIMEN","PRESENT","Nanochromis","transvestitus","821cc27a-e3bb-4bc5-ac34-89ada245069d","Nanochromis transvestitus","Lake","Lac Mai-Ndombe",2000421789.22093
"Nanochromis transvestitus Stewart & Roberts, 1984","Nanochromis transvestitus Stewart & Roberts, 1984",-2.53333,18.26667,"PRESERVED_SPECIMEN","PRESENT","Nanochromis","transvestitus","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Nanochromis transvestitus","Lake","Lac Mai-Ndombe",2000421789.22093
"Nanochromis transvestitus Stewart & Roberts, 1984","Nanochromis transvestitus Stewart & Roberts, 1984",-2.524658,18.258088,"PRESERVED_SPECIMEN","PRESENT","Nanochromis","transvestitus","5d6c10bd-ea31-4363-8b79-58c96d859f5b","Nanochromis transvestitus","Lake","Lac Mai-Ndombe",2000421789.22093
"Nanochromis transvestitus Stewart & Roberts, 1984","Nanochromis transvestitus Stewart & Roberts, 1984",-2.5333,18.2667,"PRESERVED_SPECIMEN","PRESENT","Nanochromis","transvestitus","afc30a94-6107-488a-b9c0-ba9c4fa68b7c","Nanochromis transvestitus","Lake","Lac Mai-Ndombe",2000421789.22093
"Nanochromis transvestitus Stewart & Roberts, 1984","Nanochromis transvestitus Stewart & Roberts, 1984",-2.5333,18.2667,"PRESERVED_SPECIMEN","PRESENT","Nanochromis","transvestitus","afc30a94-6107-488a-b9c0-ba9c4fa68b7c","Nanochromis transvestitus","Lake","Lac Mai-Ndombe",2000421789.22093
"Nanochromis transvestitus Stewart & Roberts, 1984","Nanochromis transvestitus Stewart & Roberts, 1984",-2.5333,18.2667,"PRESERVED_SPECIMEN","PRESENT","Nanochromis","transvestitus","afc30a94-6107-488a-b9c0-ba9c4fa68b7c","Nanochromis transvestitus","Lake","Lac Mai-Ndombe",2000421789.22093
"Nanochromis transvestitus Stewart & Roberts, 1984","Nanochromis transvestitus Stewart & Roberts, 1984",-2.53333,18.26667,"PRESERVED_SPECIMEN","PRESENT","Nanochromis","transvestitus","197908d0-5565-11d8-b290-b8a03c50a862","Nanochromis transvestitus","Lake","Lac Mai-Ndombe",2000421789.22093
"Nanochromis transvestitus Stewart & Roberts, 1984","Nanochromis transvestitus Stewart & Roberts, 1984",-2.533333,18.266667,"PRESERVED_SPECIMEN","PRESENT","Nanochromis","transvestitus","197908d0-5565-11d8-b290-b8a03c50a862","Nanochromis transvestitus","Lake","Lac Mai-Ndombe",2000421789.22093
"Nanochromis transvestitus Stewart & Roberts, 1984","Nanochromis transvestitus Stewart & Roberts, 1984",-2.533333,18.266667,"PRESERVED_SPECIMEN","PRESENT","Nanochromis","transvestitus","197908d0-5565-11d8-b290-b8a03c50a862","Nanochromis transvestitus","Lake","Lac Mai-Ndombe",2000421789.22093
"Nanochromis wickleri Schliewen & Stiassny, 2006","Nanochromis wickleri Schliewen & Stiassny, 2006",-1.941667,18.270833,"PRESERVED_SPECIMEN","PRESENT","Nanochromis","wickleri","2f8a1bdb-1ef9-418b-abc7-a5535746f316","Nanochromis wickleri","Lake","Lac Mai-Ndombe",2000421789.22093
"Nanochromis wickleri Schliewen & Stiassny, 2006","Nanochromis wickleri Schliewen & Stiassny, 2006",-1.941667,18.270833,"PRESERVED_SPECIMEN","PRESENT","Nanochromis","wickleri","2f8a1bdb-1ef9-418b-abc7-a5535746f316","Nanochromis wickleri","Lake","Lac Mai-Ndombe",2000421789.22093
"Nanochromis wickleri Schliewen & Stiassny, 2006","Nanochromis wickleri Schliewen & Stiassny, 2006",-1.941667,18.270833,"PRESERVED_SPECIMEN","PRESENT","Nanochromis","wickleri","2f8a1bdb-1ef9-418b-abc7-a5535746f316","Nanochromis wickleri","Lake","Lac Mai-Ndombe",2000421789.22093
"Nanochromis wickleri Schliewen & Stiassny, 2006","Nanochromis wickleri Schliewen & Stiassny, 2006",-1.941667,18.270833,"PRESERVED_SPECIMEN","PRESENT","Nanochromis","wickleri","2f8a1bdb-1ef9-418b-abc7-a5535746f316","Nanochromis wickleri","Lake","Lac Mai-Ndombe",2000421789.22093
"Sarotherodon galilaeus (Linnaeus, 1758)","Sarotherodon galilaeus (Linnaeus, 1758)",2.141362,31.389785,"HUMAN_OBSERVATION","PRESENT","Sarotherodon","galilaeus","5764708e-2a95-4d95-9447-2ed8a3bc46bd","Sarotherodon galilaeus","Lake","Lake Albert",5404605008.37131
"Sarotherodon galilaeus (Linnaeus, 1758)","Sarotherodon galilaeus (Linnaeus, 1758)",1.6446,30.94846,"PRESERVED_SPECIMEN","PRESENT","Sarotherodon","galilaeus","4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","Sarotherodon galilaeus","Lake","Lake Albert",5404605008.37131
"Sarotherodon galilaeus (Linnaeus, 1758)","Sarotherodon galilaeus (Linnaeus, 1758)",3.357433,36.159302,"PRESERVED_SPECIMEN","PRESENT","Sarotherodon","galilaeus","96419bea-f762-11e1-a439-00145eb45e9a","Sarotherodon galilaeus","Alkaline Lake","Lake Turkana",7746454565.38104
"Oreochromis tanganicae (Günther, 1894)","Oreochromis tanganicae (Günther, 1894)",-5.64655,29.402287,"HUMAN_OBSERVATION","PRESENT","Oreochromis","tanganicae","c58e37c4-90dd-49c1-b101-3ab9904d4854","Oreochromis tanganicae","Lake","Lake Tanganyika",32896759543.8782
"Oreochromis tanganicae (Günther, 1894)","Oreochromis tanganicae (Günther, 1894)",-3.839132,29.122555,"HUMAN_OBSERVATION","PRESENT","Oreochromis","tanganicae","abe07ad9-0949-483b-803c-a4fef81b598d","Oreochromis tanganicae","Lake","Lake Tanganyika",32896759543.8782
"Oreochromis tanganicae (Günther, 1894)","Oreochromis tanganicae (Günther, 1894)",-8.488333,30.474444,"PRESERVED_SPECIMEN","PRESENT","Oreochromis","tanganicae","1aaec653-c71c-4695-9b6e-0e26214dd817","Oreochromis tanganicae","Lake","Lake Tanganyika",32896759543.8782
"Oreochromis tanganicae (Günther, 1894)","Oreochromis tanganicae (Günther, 1894)",-8.488333,30.474444,"PRESERVED_SPECIMEN","PRESENT","Oreochromis","tanganicae","1aaec653-c71c-4695-9b6e-0e26214dd817","Oreochromis tanganicae","Lake","Lake Tanganyika",32896759543.8782
"Oreochromis leucostictus (Trewavas, 1933)","Oreochromis leucostictus (Trewavas, 1933)",-4.137567,29.089252,"HUMAN_OBSERVATION","PRESENT","Oreochromis","leucostictus","edbaf6ba-fce1-4d37-a526-67cd1a0bcc1e","Oreochromis leucostictus","Lake","Lake Tanganyika",32896759543.8782
"Oreochromis tanganicae (Günther, 1894)","Oreochromis tanganicae (Günther, 1894)",-4.137567,29.089252,"HUMAN_OBSERVATION","PRESENT","Oreochromis","tanganicae","edbaf6ba-fce1-4d37-a526-67cd1a0bcc1e","Oreochromis tanganicae","Lake","Lake Tanganyika",32896759543.8782
"Oreochromis tanganicae (Günther, 1894)","Oreochromis tanganicae (Günther, 1894)",-4.096183,29.259883,"HUMAN_OBSERVATION","PRESENT","Oreochromis","tanganicae","edbaf6ba-fce1-4d37-a526-67cd1a0bcc1e","Oreochromis tanganicae","Lake","Lake Tanganyika",32896759543.8782
"Oreochromis karongae (Trewavas, 1941)","Oreochromis karongae (Trewavas, 1941)",-12.619895,34.739499,"HUMAN_OBSERVATION","PRESENT","Oreochromis","karongae","50c9509d-22c7-4a22-a47d-8c48425ef4a7","Oreochromis karongae","Lake","Lake Malawi",28951795749.1886
"Oreochromis tanganicae (Günther, 1894)","Oreochromis tanganicae (Günther, 1894)",-4.126194,29.21033,"HUMAN_OBSERVATION","PRESENT","Oreochromis","tanganicae","abe07ad9-0949-483b-803c-a4fef81b598d","Oreochromis tanganicae","Lake","Lake Tanganyika",32896759543.8782
"Oreochromis karongae (Trewavas, 1941)","Oreochromis karongae (Trewavas, 1941)",-14.092802,34.577944,"HUMAN_OBSERVATION","PRESENT","Oreochromis","karongae","50c9509d-22c7-4a22-a47d-8c48425ef4a7","Oreochromis karongae","Lake","Lake Malawi",28951795749.1886
"Oreochromis niloticus (Linnaeus, 1758)","Oreochromis niloticus (Linnaeus, 1758)",-0.17368,29.83632,"HUMAN_OBSERVATION","PRESENT","Oreochromis","niloticus","46090fec-fafb-44c1-aa10-2de851fcff41","Oreochromis niloticus","Lake","Lake Edward",2219606178.99023
"Oreochromis leucostictus (Trewavas, 1933)","Oreochromis leucostictus (Trewavas, 1933)",-0.17368,29.83632,"HUMAN_OBSERVATION","PRESENT","Oreochromis","leucostictus","46090fec-fafb-44c1-aa10-2de851fcff41","Oreochromis leucostictus","Lake","Lake Edward",2219606178.99023
"Oreochromis leucostictus (Trewavas, 1933)","Oreochromis leucostictus (Trewavas, 1933)",-0.176335,29.83512,"HUMAN_OBSERVATION","PRESENT","Oreochromis","leucostictus","46090fec-fafb-44c1-aa10-2de851fcff41","Oreochromis leucostictus","Lake","Lake Edward",2219606178.99023
"Oreochromis niloticus (Linnaeus, 1758)","Oreochromis niloticus (Linnaeus, 1758)",-0.176335,29.83512,"HUMAN_OBSERVATION","PRESENT","Oreochromis","niloticus","46090fec-fafb-44c1-aa10-2de851fcff41","Oreochromis niloticus","Lake","Lake Edward",2219606178.99023
"Oreochromis leucostictus (Trewavas, 1933)","Oreochromis leucostictus (Trewavas, 1933)",-0.085872,29.7564,"HUMAN_OBSERVATION","PRESENT","Oreochromis","leucostictus","46090fec-fafb-44c1-aa10-2de851fcff41","Oreochromis leucostictus","Lake","Lake Edward",2219606178.99023
"Oreochromis niloticus (Linnaeus, 1758)","Oreochromis niloticus (Linnaeus, 1758)",-0.085872,29.7564,"HUMAN_OBSERVATION","PRESENT","Oreochromis","niloticus","46090fec-fafb-44c1-aa10-2de851fcff41","Oreochromis niloticus","Lake","Lake Edward",2219606178.99023
"Oreochromis niloticus (Linnaeus, 1758)","Oreochromis niloticus (Linnaeus, 1758)",-0.088644,29.754444,"HUMAN_OBSERVATION","PRESENT","Oreochromis","niloticus","46090fec-fafb-44c1-aa10-2de851fcff41","Oreochromis niloticus","Lake","Lake Edward",2219606178.99023
"Oreochromis leucostictus (Trewavas, 1933)","Oreochromis leucostictus (Trewavas, 1933)",-0.088644,29.754444,"HUMAN_OBSERVATION","PRESENT","Oreochromis","leucostictus","46090fec-fafb-44c1-aa10-2de851fcff41","Oreochromis leucostictus","Lake","Lake Edward",2219606178.99023
"Oreochromis niloticus (Linnaeus, 1758)","Oreochromis niloticus (Linnaeus, 1758)",-0.089797,29.748225,"HUMAN_OBSERVATION","PRESENT","Oreochromis","niloticus","46090fec-fafb-44c1-aa10-2de851fcff41","Oreochromis niloticus","Lake","Lake Edward",2219606178.99023
"Oreochromis leucostictus (Trewavas, 1933)","Oreochromis leucostictus (Trewavas, 1933)",-0.089797,29.748225,"HUMAN_OBSERVATION","PRESENT","Oreochromis","leucostictus","46090fec-fafb-44c1-aa10-2de851fcff41","Oreochromis leucostictus","Lake","Lake Edward",2219606178.99023
"Oreochromis niloticus (Linnaeus, 1758)","Oreochromis niloticus (Linnaeus, 1758)",-0.29408,29.865555,"HUMAN_OBSERVATION","PRESENT","Oreochromis","niloticus","46090fec-fafb-44c1-aa10-2de851fcff41","Oreochromis niloticus","Lake","Lake Edward",2219606178.99023
"Oreochromis leucostictus (Trewavas, 1933)","Oreochromis leucostictus (Trewavas, 1933)",-0.29408,29.865555,"HUMAN_OBSERVATION","PRESENT","Oreochromis","leucostictus","46090fec-fafb-44c1-aa10-2de851fcff41","Oreochromis leucostictus","Lake","Lake Edward",2219606178.99023
"Oreochromis niloticus (Linnaeus, 1758)","Oreochromis niloticus (Linnaeus, 1758)",-0.085872,29.7564,"HUMAN_OBSERVATION","PRESENT","Oreochromis","niloticus","46090fec-fafb-44c1-aa10-2de851fcff41","Oreochromis niloticus","Lake","Lake Edward",2219606178.99023
"Oreochromis leucostictus (Trewavas, 1933)","Oreochromis leucostictus (Trewavas, 1933)",-0.085872,29.7564,"HUMAN_OBSERVATION","PRESENT","Oreochromis","leucostictus","46090fec-fafb-44c1-aa10-2de851fcff41","Oreochromis leucostictus","Lake","Lake Edward",2219606178.99023
"Oreochromis leucostictus (Trewavas, 1933)","Oreochromis leucostictus (Trewavas, 1933)",-0.088644,29.754444,"HUMAN_OBSERVATION","PRESENT","Oreochromis","leucostictus","46090fec-fafb-44c1-aa10-2de851fcff41","Oreochromis leucostictus","Lake","Lake Edward",2219606178.99023
"Oreochromis niloticus (Linnaeus, 1758)","Oreochromis niloticus (Linnaeus, 1758)",-0.088644,29.754444,"HUMAN_OBSERVATION","PRESENT","Oreochromis","niloticus","46090fec-fafb-44c1-aa10-2de851fcff41","Oreochromis niloticus","Lake","Lake Edward",2219606178.99023
"Oreochromis niloticus (Linnaeus, 1758)","Oreochromis niloticus (Linnaeus, 1758)",-0.089797,29.748225,"HUMAN_OBSERVATION","PRESENT","Oreochromis","niloticus","46090fec-fafb-44c1-aa10-2de851fcff41","Oreochromis niloticus","Lake","Lake Edward",2219606178.99023
"Oreochromis leucostictus (Trewavas, 1933)","Oreochromis leucostictus (Trewavas, 1933)",-0.089797,29.748225,"HUMAN_OBSERVATION","PRESENT","Oreochromis","leucostictus","46090fec-fafb-44c1-aa10-2de851fcff41","Oreochromis leucostictus","Lake","Lake Edward",2219606178.99023
"Oreochromis niloticus (Linnaeus, 1758)","Oreochromis niloticus (Linnaeus, 1758)",-0.17368,29.83632,"HUMAN_OBSERVATION","PRESENT","Oreochromis","niloticus","46090fec-fafb-44c1-aa10-2de851fcff41","Oreochromis niloticus","Lake","Lake Edward",2219606178.99023
"Oreochromis leucostictus (Trewavas, 1933)","Oreochromis leucostictus (Trewavas, 1933)",-0.17368,29.83632,"HUMAN_OBSERVATION","PRESENT","Oreochromis","leucostictus","46090fec-fafb-44c1-aa10-2de851fcff41","Oreochromis leucostictus","Lake","Lake Edward",2219606178.99023
"Oreochromis niloticus (Linnaeus, 1758)","Oreochromis niloticus (Linnaeus, 1758)",-0.176335,29.83512,"HUMAN_OBSERVATION","PRESENT","Oreochromis","niloticus","46090fec-fafb-44c1-aa10-2de851fcff41","Oreochromis niloticus","Lake","Lake Edward",2219606178.99023
"Oreochromis leucostictus (Trewavas, 1933)","Oreochromis leucostictus (Trewavas, 1933)",-0.176335,29.83512,"HUMAN_OBSERVATION","PRESENT","Oreochromis","leucostictus","46090fec-fafb-44c1-aa10-2de851fcff41","Oreochromis leucostictus","Lake","Lake Edward",2219606178.99023
"Oreochromis leucostictus (Trewavas, 1933)","Oreochromis leucostictus (Trewavas, 1933)",-0.18138,29.833836,"HUMAN_OBSERVATION","PRESENT","Oreochromis","leucostictus","46090fec-fafb-44c1-aa10-2de851fcff41","Oreochromis leucostictus","Lake","Lake Edward",2219606178.99023
"Oreochromis niloticus (Linnaeus, 1758)","Oreochromis niloticus (Linnaeus, 1758)",-0.18138,29.833836,"HUMAN_OBSERVATION","PRESENT","Oreochromis","niloticus","46090fec-fafb-44c1-aa10-2de851fcff41","Oreochromis niloticus","Lake","Lake Edward",2219606178.99023
"Oreochromis niloticus (Linnaeus, 1758)","Oreochromis niloticus (Linnaeus, 1758)",-0.29408,29.865555,"HUMAN_OBSERVATION","PRESENT","Oreochromis","niloticus","46090fec-fafb-44c1-aa10-2de851fcff41","Oreochromis niloticus","Lake","Lake Edward",2219606178.99023
"Oreochromis leucostictus (Trewavas, 1933)","Oreochromis leucostictus (Trewavas, 1933)",-0.29408,29.865555,"HUMAN_OBSERVATION","PRESENT","Oreochromis","leucostictus","46090fec-fafb-44c1-aa10-2de851fcff41","Oreochromis leucostictus","Lake","Lake Edward",2219606178.99023
"Oreochromis niloticus (Linnaeus, 1758)","Oreochromis niloticus (Linnaeus, 1758)",-2.643637,31.793931,"HUMAN_OBSERVATION","PRESENT","Oreochromis","niloticus","18d357a9-ffd9-4ab4-b453-9945817954bc","Oreochromis niloticus","Lake","Lake Victoria",67332250502.7392
"Oreochromis niloticus (Linnaeus, 1758)","Oreochromis niloticus (Linnaeus, 1758)",-2.538136,32.830372,"HUMAN_OBSERVATION","PRESENT","Oreochromis","niloticus","18d357a9-ffd9-4ab4-b453-9945817954bc","Oreochromis niloticus","Lake","Lake Victoria",67332250502.7392
"Oreochromis tanganicae (Günther, 1894)","Oreochromis tanganicae (Günther, 1894)",-7.433976,30.59055,"HUMAN_OBSERVATION","PRESENT","Oreochromis","tanganicae","50c9509d-22c7-4a22-a47d-8c48425ef4a7","Oreochromis tanganicae","Lake","Lake Tanganyika",32896759543.8782
"Oreochromis niloticus (Linnaeus, 1758)","Oreochromis niloticus (Linnaeus, 1758)",-0.092,29.758417,"PRESERVED_SPECIMEN","PRESENT","Oreochromis","niloticus","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Oreochromis niloticus","Lake","Lake Edward",2219606178.99023
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-12.535,34.7363,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-13.386,34.8556,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-12.38,34.7069,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-13.386,34.8556,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-13.386,34.8556,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-12.451,34.6972,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-12.467,34.7004,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-12.467,34.7004,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-12.451,34.6972,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-12.453,34.6986,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-13.386,34.8556,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-12.467,34.7004,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-13.127,34.8011,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-12.451,34.6972,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-12.467,34.7004,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-12.467,34.7004,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-13.419,34.8599,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-12.453,34.6986,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-13.386,34.8556,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-12.467,34.7004,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-12.453,34.6986,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-12.451,34.6972,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis niloticus (Linnaeus, 1758)","Oreochromis niloticus (Linnaeus, 1758)",-0.091,29.762333,"PRESERVED_SPECIMEN","PRESENT","Oreochromis","niloticus","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Oreochromis niloticus","Lake","Lake Edward",2219606178.99023
"Oreochromis niloticus (Linnaeus, 1758)","Oreochromis niloticus (Linnaeus, 1758)",-0.204,29.877,"PRESERVED_SPECIMEN","PRESENT","Oreochromis","niloticus","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Oreochromis niloticus","Lake","Lake Edward",2219606178.99023
"Oreochromis niloticus (Linnaeus, 1758)","Oreochromis niloticus (Linnaeus, 1758)",-0.204,29.877,"PRESERVED_SPECIMEN","PRESENT","Oreochromis","niloticus","9cfa6cb6-5833-44b2-97f1-18a3c12fed47","Oreochromis niloticus","Lake","Lake Edward",2219606178.99023
"Oreochromis niloticus (Linnaeus, 1758)","Oreochromis niloticus (Linnaeus, 1758)",-0.09,29.76,"PRESERVED_SPECIMEN","PRESENT","Oreochromis","niloticus","d8cd16ba-bb74-4420-821e-083f2bac17c2","Oreochromis niloticus","Lake","Lake Edward",2219606178.99023
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-12.451,34.6972,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-13.386,34.8556,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-12.453,34.6986,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-12.38,34.7069,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-13.465,34.8609,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-13.386,34.8556,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-12.451,34.6972,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-12.451,34.6972,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-13.465,34.8609,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
"Oreochromis mossambicus (Peters, 1852)","Oreochromis mossambicus (Peters, 1852)",-12.453,34.6986,"HUMAN_OBSERVATION","PRESENT","Oreochromis","mossambicus","9c2cc134-5b4c-497a-8445-c45610722317","Oreochromis mossambicus","Lake","Lake Malawi",28951795749.1886
